REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,DEMAGRDSL,CO2,1,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,3,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,8,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,15,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,20,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,22,2040,0.069788107
